Antecedent;Consequent
 Gemüse Kartoffelpfanne mit Hähnchenbrust |  Suppe 1,00 ; Dessert a 0,60   
 Gemüse Kartoffelpfanne mit Hähnchenbrust |  Salat Port.  0,60|  Tagessuppe a 0,30 ; Dessert a 0,80|  O-Saft frisch| 
 Dessert a 0,80|  Gemüse Kartoffelpfanne mit Hähnchenbrust |  Tagessuppe a 0,30 ; O-Saft frisch|  Salat Port.  0,60| 
 Dessert a 0,80|  O-Saft frisch|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Dessert a 0,80|  Gemüse Kartoffelpfanne mit Hähnchenbrust |  O-Saft frisch|  Salat Port.  0,60 ; Tagessuppe a 0,30   
 Dessert a 0,80|  Gemüse Kartoffelpfanne mit Hähnchenbrust |  O-Saft frisch|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Dessert a 0,80|  Gemüse Kartoffelpfanne mit Hähnchenbrust |  Salat Port.  0,60|  Tagessuppe a 0,30 ; O-Saft frisch   
 Dessert a 0,80|  O-Saft frisch|  Salat Port.  0,60|  Tagessuppe a 0,30 ; Gemüse Kartoffelpfanne mit Hähnchenbrust    
 Gemüse Kartoffelpfanne mit Hähnchenbrust |  O-Saft frisch|  Salat Port.  0,60|  Tagessuppe a 0,30 ; Dessert a 0,80   
 Beilage a 0,45|  belegte Backw. 1,40 ; Molkereiprodukte 0,25   
 Molkereiprodukte 0,25|  belegte Backw. 1,40 ; Beilage a 0,45   
 Klassik Semmel 0,30|  belegte Backw. 1,40 ; O-Saft frisch|  Port. Butter Honig ec| 
 Klassik Semmel 0,30|  O-Saft frisch|  belegte Backw. 1,40 ; Port. Butter Honig ec   
 Klassik Semmel 0,30|  Port. Butter Honig ec|  belegte Backw. 1,40 ; O-Saft frisch   
 O-Saft frisch|  Port. Butter Honig ec|  belegte Backw. 1,40 ; Klassik Semmel 0,30   
" Breze 0,65|  Hackfleischklöße ""Königsberger"" mit Gemüsereis  "; Salat Port.  0,60   
" BIO Molkerei 0,50|  Hackfleischklöße ""Königsberger"" mit Gemüsereis  "; O-Saft frisch   
 BIO Molkerei 1,00|  Dessert a 0,80 ; Breze 0,65|  Port. Butter Honig ec| 
 BIO Molkerei 1,00|  Breze 0,65|  Dessert a 0,80 ; Port. Butter Honig ec   
 BIO Molkerei 1,00|  Breze 0,65|  Port. Butter Honig ec ; Dessert a 0,80   
 BIO Molkerei 1,00|  Dessert a 0,80|  Port. Butter Honig ec ; Breze 0,65   
 Breze 0,65|  Dessert a 0,80|  Port. Butter Honig ec ; BIO Molkerei 1,00   
 BIO Molkerei 1,00|  Tagessuppe a 0,30 ; BeiwerkTeller   
 BIO Molkerei 1,00|  Kornsemmel 0,40 ; Port. Butter Honig ec   
 BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto  ; BIO Back 0,45|  O-Saft frisch|  Salat Port.  0,60|  SalatTeller| 
 BIO Back 0,45|  Dinkelpasta mit Gemüsepesto  ; O-Saft frisch|  Salat Port.  0,60|  SalatTeller| 
 BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  Salat Port.  0,60 ; BIO Back 0,45|  O-Saft frisch|  SalatTeller| 
 BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  SalatTeller ; BIO Back 0,45|  O-Saft frisch|  Salat Port.  0,60| 
 BIO Molkerei 1,00|  Salat Port.  0,60|  SalatTeller ; BIO Back 0,45|  O-Saft frisch| 
 Dinkelpasta mit Gemüsepesto |  Salat Port.  0,60|  SalatTeller ; O-Saft frisch   
 BIO Back 0,45|  BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto  ; O-Saft frisch|  Salat Port.  0,60|  SalatTeller| 
 BIO Back 0,45|  BIO Molkerei 1,00|  Salat Port.  0,60 ; O-Saft frisch|  SalatTeller| 
 BIO Back 0,45|  Dinkelpasta mit Gemüsepesto |  Salat Port.  0,60 ; O-Saft frisch|  SalatTeller| 
 BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch ; BIO Back 0,45|  Salat Port.  0,60|  SalatTeller| 
 BIO Molkerei 1,00|  O-Saft frisch|  Salat Port.  0,60 ; BIO Back 0,45|  SalatTeller| 
 BIO Back 0,45|  Dinkelpasta mit Gemüsepesto |  SalatTeller ; O-Saft frisch|  Salat Port.  0,60| 
 Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  SalatTeller ; Salat Port.  0,60   
 BIO Back 0,45|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch ; Salat Port.  0,60|  SalatTeller| 
 BIO Back 0,45|  BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  Salat Port.  0,60 ; O-Saft frisch|  SalatTeller| 
 BIO Back 0,45|  BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  SalatTeller ; O-Saft frisch|  Salat Port.  0,60| 
 BIO Back 0,45|  BIO Molkerei 1,00|  Salat Port.  0,60|  SalatTeller ; O-Saft frisch   
 BIO Back 0,45|  Dinkelpasta mit Gemüsepesto |  Salat Port.  0,60|  SalatTeller ; O-Saft frisch   
 BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  Salat Port.  0,60|  SalatTeller ; BIO Back 0,45|  O-Saft frisch| 
 BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  Salat Port.  0,60 ; BIO Back 0,45|  SalatTeller| 
 BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  SalatTeller ; BIO Back 0,45|  Salat Port.  0,60| 
 BIO Molkerei 1,00|  O-Saft frisch|  Salat Port.  0,60|  SalatTeller ; BIO Back 0,45   
 Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  Salat Port.  0,60|  SalatTeller ; BIO Back 0,45   
 BIO Back 0,45|  O-Saft frisch|  Salat Port.  0,60 ; SalatTeller   
 BIO Back 0,45|  BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch ; Salat Port.  0,60|  SalatTeller| 
 BIO Back 0,45|  BIO Molkerei 1,00|  O-Saft frisch|  Salat Port.  0,60 ; SalatTeller   
 BIO Back 0,45|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  Salat Port.  0,60 ; SalatTeller   
 BIO Back 0,45|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  SalatTeller ; Salat Port.  0,60   
 BIO Back 0,45|  O-Saft frisch|  Salat Port.  0,60|  SalatTeller ; Dinkelpasta mit Gemüsepesto    
 BIO Back 0,45|  BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  Salat Port.  0,60 ; SalatTeller   
 BIO Back 0,45|  BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  SalatTeller ; Salat Port.  0,60   
 BIO Back 0,45|  BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  Salat Port.  0,60|  SalatTeller ; O-Saft frisch   
 BIO Back 0,45|  BIO Molkerei 1,00|  O-Saft frisch|  Salat Port.  0,60|  SalatTeller ; Dinkelpasta mit Gemüsepesto    
 BIO Back 0,45|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  Salat Port.  0,60|  SalatTeller ; BIO Molkerei 1,00   
 BIO Molkerei 1,00|  Dinkelpasta mit Gemüsepesto |  O-Saft frisch|  Salat Port.  0,60|  SalatTeller ; BIO Back 0,45   
 BIO Molkerei 1,00|  Molkereiprodukte 0,25 ; Beilage a 0,45|  O-Saft frisch| 
 BIO Molkerei 1,00|  Beilage a 0,45 ; Molkereiprodukte 0,25|  O-Saft frisch| 
 BIO Molkerei 1,00|  Beilage a 0,45|  Molkereiprodukte 0,25 ; O-Saft frisch   
 BIO Molkerei 1,00|  Beilage a 0,45|  O-Saft frisch ; Molkereiprodukte 0,25   
 BIO Molkerei 1,00|  Molkereiprodukte 0,25|  O-Saft frisch ; Beilage a 0,45   
 BIO Molkerei 1,00|  Suppe 1,00 ; BIO Back 0,45|  BeiwerkTeller| 
 BIO Back 0,45|  BIO Molkerei 1,00|  BeiwerkTeller ; Suppe 1,00   
 BIO Back 0,45|  BIO Molkerei 1,00|  Suppe 1,00 ; BeiwerkTeller   
 BIO Molkerei 1,00|  BeiwerkTeller|  Suppe 1,00 ; BIO Back 0,45   
 BIO Molkerei 0,80|  BIO Molkerei 1,00 ; BIO Molkerei 0,55 _|  Obstbecher 0,90| 
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  BIO Molkerei 1,00 ; Obstbecher 0,90   
 BIO Molkerei 0,80|  BIO Molkerei 1,00|  Obstbecher 0,90 ; BIO Molkerei 0,55 _   
 BIO Back 0,45|  BIO Molkerei 1,00|  O-Saft frisch ; SalatTeller   
 BIO Back 0,45|  BIO Molkerei 1,00|  SalatTeller ; O-Saft frisch   
 Backwaren Kuchen 1,30|  Szegediner Gemüse mit Kartoffeln und Rind  ; Salat Port.  0,60|  Salat Schale|  Semmeln| 
 Backwaren Kuchen 1,30|  Salat Schale|  Semmeln ; Salat Port.  0,60   
 Backwaren Kuchen 1,30|  Salat Schale|  Szegediner Gemüse mit Kartoffeln und Rind  ; Salat Port.  0,60|  Semmeln| 
 Backwaren Kuchen 1,30|  Semmeln|  Szegediner Gemüse mit Kartoffeln und Rind  ; Salat Port.  0,60|  Salat Schale| 
 Salat Schale|  Semmeln|  Szegediner Gemüse mit Kartoffeln und Rind  ; Salat Port.  0,60   
 Backwaren Kuchen 1,30|  Salat Port.  0,60|  Salat Schale ; Semmeln   
 Backwaren Kuchen 1,30|  Salat Port.  0,60|  Szegediner Gemüse mit Kartoffeln und Rind  ; Salat Schale|  Semmeln| 
 Backwaren Kuchen 1,30|  Salat Port.  0,60|  Semmeln ; Salat Schale   
 Backwaren Kuchen 1,30|  Salat Port.  0,60|  Salat Schale|  Semmeln ; Szegediner Gemüse mit Kartoffeln und Rind    
 Backwaren Kuchen 1,30|  Salat Port.  0,60|  Salat Schale|  Szegediner Gemüse mit Kartoffeln und Rind  ; Semmeln   
 Backwaren Kuchen 1,30|  Salat Port.  0,60|  Semmeln|  Szegediner Gemüse mit Kartoffeln und Rind  ; Salat Schale   
 Backwaren Kuchen 1,30|  Salat Schale|  Semmeln|  Szegediner Gemüse mit Kartoffeln und Rind  ; Salat Port.  0,60   
 Salat Port.  0,60|  Salat Schale|  Semmeln|  Szegediner Gemüse mit Kartoffeln und Rind  ; Backwaren Kuchen 1,30   
 Klassik Semmel 0,30|  Szegediner Gemüse mit Kartoffeln und Rind  ; O-Saft frisch   
 SalatTeller|  Szegediner Gemüse mit Kartoffeln und Rind  ; O-Saft frisch|  Tagessuppe a 0,30| 
 O-Saft frisch|  SalatTeller|  Szegediner Gemüse mit Kartoffeln und Rind  ; Tagessuppe a 0,30   
 O-Saft frisch|  Szegediner Gemüse mit Kartoffeln und Rind |  Tagessuppe a 0,30 ; SalatTeller   
 SalatTeller|  Szegediner Gemüse mit Kartoffeln und Rind |  Tagessuppe a 0,30 ; O-Saft frisch   
 BIO Molkerei 0,80|  Szegediner Gemüse mit Kartoffeln und Rind  ; Tagessuppe a 0,30   
 BeiwerkTeller|  Ei 0,30 ; SalatTeller   
 Ei 0,30|  Kornsemmel 0,40 ; Beilage a 0,45|  SalatTeller| 
 Beilage a 0,45|  Ei 0,30|  Kornsemmel 0,40 ; SalatTeller   
 Beilage a 0,45|  Ei 0,30|  SalatTeller ; Kornsemmel 0,40   
 Beilage a 0,45|  Kornsemmel 0,40|  SalatTeller ; Ei 0,30   
 Ei 0,30|  Kornsemmel 0,40|  SalatTeller ; Beilage a 0,45   
 BIO Molkerei 0,50|  Beilage a 0,45 ; BIO Back 0,45|  BIO Molkerei 0,55 _|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  Ei 0,30 ; BIO Back 0,45|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  Beilage a 0,45|  Ei 0,30 ; BIO Back 0,45|  BIO Molkerei 0,55 _|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  Beilage a 0,45|  Tagessuppe a 0,30 ; BIO Back 0,45|  BIO Molkerei 0,55 _| 
 BIO Molkerei 0,50|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Back 0,45|  BIO Molkerei 0,55 _|  Beilage a 0,45| 
 Beilage a 0,45|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Back 0,45   
 BIO Back 0,45|  BIO Molkerei 0,50|  Beilage a 0,45 ; BIO Molkerei 0,55 _|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Molkerei 0,50|  Ei 0,30 ; BIO Molkerei 0,55 _|  Beilage a 0,45|  Tagessuppe a 0,30| 
 BIO Back 0,45|  Beilage a 0,45|  Ei 0,30 ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Molkerei 0,50|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Back 0,45|  Ei 0,30|  Tagessuppe a 0,30 ; Beilage a 0,45   
 BIO Back 0,45|  BIO Molkerei 0,50|  Beilage a 0,45|  Ei 0,30 ; BIO Molkerei 0,55 _|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Molkerei 0,50|  Beilage a 0,45|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Back 0,45|  BIO Molkerei 0,50|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Beilage a 0,45| 
 BIO Back 0,45|  Beilage a 0,45|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Molkerei 0,50|  BIO Molkerei 0,55 _| 
 BIO Molkerei 0,50|  Beilage a 0,45|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Back 0,45|  BIO Molkerei 0,55 _| 
 BIO Molkerei 0,55 _|  Ei 0,30 ; BIO Back 0,45|  BIO Molkerei 0,50|  Beilage a 0,45|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Beilage a 0,45 ; BIO Back 0,45|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Ei 0,30 ; BIO Back 0,45|  Beilage a 0,45|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  Beilage a 0,45|  Ei 0,30 ; BIO Back 0,45|  BIO Molkerei 0,50|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Back 0,45|  BIO Molkerei 0,50|  Beilage a 0,45| 
 BIO Back 0,45|  BIO Molkerei 0,50|  BIO Molkerei 0,55 _ ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Molkerei 0,55 _|  Ei 0,30 ; BIO Molkerei 0,50|  Beilage a 0,45|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Molkerei 0,55 _|  Beilage a 0,45 ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Molkerei 0,55 _|  Tagessuppe a 0,30 ; Beilage a 0,45   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Ei 0,30 ; BIO Back 0,45|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Tagessuppe a 0,30 ; BIO Back 0,45   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Back 0,45|  Beilage a 0,45| 
 BIO Molkerei 0,55 _|  Beilage a 0,45|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Back 0,45|  BIO Molkerei 0,50| 
 BIO Back 0,45|  BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Beilage a 0,45 ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Ei 0,30 ; Beilage a 0,45|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Ei 0,30 ; BIO Molkerei 0,50|  Tagessuppe a 0,30| 
 BIO Back 0,45|  BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Tagessuppe a 0,30 ; Beilage a 0,45   
 BIO Back 0,45|  BIO Molkerei 0,55 _|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Molkerei 0,50|  Beilage a 0,45| 
 BIO Back 0,45|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Tagessuppe a 0,30 ; BIO Molkerei 0,50   
 BIO Back 0,45|  BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Ei 0,30 ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Tagessuppe a 0,30 ; Ei 0,30   
 BIO Back 0,45|  BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Ei 0,30|  Tagessuppe a 0,30 ; Beilage a 0,45   
 BIO Back 0,45|  BIO Molkerei 0,50|  Beilage a 0,45|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Back 0,45|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Molkerei 0,50   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Beilage a 0,45|  Ei 0,30|  Tagessuppe a 0,30 ; BIO Back 0,45   
 BeiwerkSchale|  Ei 0,30 ; SalatTeller   
 Ei 0,30|  Proz. Rabatt/Aufschl. ; O-Saft frisch|  Obstbecher 0,90|  belegte Backw. 1,70| 
 Ei 0,30|  Obstbecher 0,90|  Proz. Rabatt/Aufschl. ; O-Saft frisch|  belegte Backw. 1,70| 
 Ei 0,30|  Obstbecher 0,90|  belegte Backw. 1,70 ; O-Saft frisch   
 Ei 0,30|  Proz. Rabatt/Aufschl.|  belegte Backw. 1,70 ; O-Saft frisch|  Obstbecher 0,90| 
 Ei 0,30|  O-Saft frisch|  Obstbecher 0,90 ; belegte Backw. 1,70   
 Ei 0,30|  O-Saft frisch|  Proz. Rabatt/Aufschl. ; Obstbecher 0,90|  belegte Backw. 1,70| 
 O-Saft frisch|  Obstbecher 0,90|  Proz. Rabatt/Aufschl. ; belegte Backw. 1,70   
 O-Saft frisch|  Proz. Rabatt/Aufschl.|  belegte Backw. 1,70 ; Obstbecher 0,90   
 O-Saft frisch|  Obstbecher 0,90|  belegte Backw. 1,70 ; Proz. Rabatt/Aufschl.   
 Ei 0,30|  O-Saft frisch|  Obstbecher 0,90|  Proz. Rabatt/Aufschl. ; belegte Backw. 1,70   
 Ei 0,30|  O-Saft frisch|  Obstbecher 0,90|  belegte Backw. 1,70 ; Proz. Rabatt/Aufschl.   
 Ei 0,30|  O-Saft frisch|  Proz. Rabatt/Aufschl.|  belegte Backw. 1,70 ; Obstbecher 0,90   
 Ei 0,30|  Obstbecher 0,90|  Proz. Rabatt/Aufschl.|  belegte Backw. 1,70 ; O-Saft frisch   
 O-Saft frisch|  Obstbecher 0,90|  Proz. Rabatt/Aufschl.|  belegte Backw. 1,70 ; Ei 0,30   
 Ei 0,30|  Molkereiprodukte 0,25 ; SalatTeller   
 Ei 0,30|  Fixer Rabatt/Aufschl. ; BIO Back 0,45|  O-Saft frisch|  SalatTeller| 
 BIO Back 0,45|  Ei 0,30|  Fixer Rabatt/Aufschl. ; O-Saft frisch|  SalatTeller| 
 Ei 0,30|  Fixer Rabatt/Aufschl.|  O-Saft frisch ; BIO Back 0,45|  SalatTeller| 
 Ei 0,30|  Fixer Rabatt/Aufschl.|  SalatTeller ; BIO Back 0,45|  O-Saft frisch| 
 Ei 0,30|  O-Saft frisch|  SalatTeller ; BIO Back 0,45   
 BIO Back 0,45|  Ei 0,30|  Fixer Rabatt/Aufschl.|  O-Saft frisch ; SalatTeller   
 BIO Back 0,45|  Ei 0,30|  Fixer Rabatt/Aufschl.|  SalatTeller ; O-Saft frisch   
 BIO Back 0,45|  Ei 0,30|  O-Saft frisch|  SalatTeller ; Fixer Rabatt/Aufschl.   
 Ei 0,30|  Fixer Rabatt/Aufschl.|  O-Saft frisch|  SalatTeller ; BIO Back 0,45   
 Breze 0,65|  Ei 0,30|  Salat Port.  0,60 ; O-Saft frisch   
 Breze 0,65|  Ei 0,30|  Tagessuppe a 0,30 ; O-Saft frisch|  Salat Port.  0,60| 
 Ei 0,30|  Salat Port.  0,60|  Tagessuppe a 0,30 ; Breze 0,65|  O-Saft frisch| 
 Ei 0,30|  O-Saft frisch|  Tagessuppe a 0,30 ; Breze 0,65|  Salat Port.  0,60| 
 Breze 0,65|  Ei 0,30|  O-Saft frisch|  Salat Port.  0,60 ; Tagessuppe a 0,30   
 Breze 0,65|  Ei 0,30|  O-Saft frisch|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Breze 0,65|  Ei 0,30|  Salat Port.  0,60|  Tagessuppe a 0,30 ; O-Saft frisch   
 Breze 0,65|  O-Saft frisch|  Salat Port.  0,60|  Tagessuppe a 0,30 ; Ei 0,30   
 Ei 0,30|  O-Saft frisch|  Salat Port.  0,60|  Tagessuppe a 0,30 ; Breze 0,65   
 Ei 0,30|  Ei 0,30|  Ei 0,30 ; belegte Backw. 1,70   
 BIO Molkerei 0,80|  Breze 0,65|  Ei 0,30 ; O-Saft frisch   
 BIO Molkerei 0,80|  Breze 0,65|  O-Saft frisch ; Ei 0,30   
 BIO Molkerei 0,80|  Ei 0,30|  O-Saft frisch ; Breze 0,65   
 BIO Molkerei 0,80|  Ei 0,30|  Obst 0,40 ; Obstbecher 0,90   
 Ei 0,30|  Obst 0,40|  Obstbecher 0,90 ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  BIO Molkerei 0,80 ; Obstbecher 0,90   
 BIO Molkerei 0,80|  BIO Molkerei 0,80|  Ei 0,30 ; Obstbecher 0,90   
 BIO Molkerei 0,80|  BIO Molkerei 0,80|  Obstbecher 0,90 ; Ei 0,30   
 Leberkäse Semmel|  Wiener ; Klassik Semmel 0,30   
 Breze 0,65|  Leberkäse Semmel ; Semmeln   
 Beilage a 0,45|  Leberkäse Semmel ; Klassik Semmel 0,30|  O-Saft frisch|  Semmeln|  Tagessuppe a 0,30| 
 Leberkäse Semmel|  SalatTeller ; Beilage a 0,45|  Klassik Semmel 0,30|  O-Saft frisch|  Semmeln|  Tagessuppe a 0,30| 
 Leberkäse Semmel|  SalatTeller|  Tagessuppe a 0,30 ; Beilage a 0,45|  Klassik Semmel 0,30|  O-Saft frisch|  Semmeln| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  SalatTeller ; Beilage a 0,45|  O-Saft frisch|  Semmeln|  Tagessuppe a 0,30| 
 Leberkäse Semmel|  O-Saft frisch|  SalatTeller ; Beilage a 0,45|  Klassik Semmel 0,30|  Semmeln|  Tagessuppe a 0,30| 
 Leberkäse Semmel|  SalatTeller|  Semmeln ; Beilage a 0,45|  Klassik Semmel 0,30|  O-Saft frisch|  Tagessuppe a 0,30| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  Tagessuppe a 0,30 ; Beilage a 0,45|  O-Saft frisch|  Semmeln| 
 Leberkäse Semmel|  O-Saft frisch|  Tagessuppe a 0,30 ; Beilage a 0,45|  Klassik Semmel 0,30|  Semmeln| 
 Beilage a 0,45|  Klassik Semmel 0,30|  Leberkäse Semmel|  SalatTeller ; O-Saft frisch|  Semmeln|  Tagessuppe a 0,30| 
 Beilage a 0,45|  Leberkäse Semmel|  SalatTeller|  Tagessuppe a 0,30 ; Klassik Semmel 0,30|  O-Saft frisch|  Semmeln| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  SalatTeller|  Tagessuppe a 0,30 ; Beilage a 0,45|  O-Saft frisch|  Semmeln| 
 Beilage a 0,45|  Leberkäse Semmel|  O-Saft frisch|  SalatTeller ; Klassik Semmel 0,30|  Semmeln|  Tagessuppe a 0,30| 
 Leberkäse Semmel|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Beilage a 0,45|  Klassik Semmel 0,30|  Semmeln| 
 Beilage a 0,45|  Leberkäse Semmel|  SalatTeller|  Semmeln ; Klassik Semmel 0,30|  O-Saft frisch|  Tagessuppe a 0,30| 
 Leberkäse Semmel|  SalatTeller|  Semmeln|  Tagessuppe a 0,30 ; Beilage a 0,45|  Klassik Semmel 0,30|  O-Saft frisch| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  O-Saft frisch|  SalatTeller ; Beilage a 0,45|  Semmeln|  Tagessuppe a 0,30| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  SalatTeller|  Semmeln ; Beilage a 0,45|  O-Saft frisch|  Tagessuppe a 0,30| 
 Leberkäse Semmel|  O-Saft frisch|  SalatTeller|  Semmeln ; Beilage a 0,45|  Klassik Semmel 0,30|  Tagessuppe a 0,30| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  O-Saft frisch|  Tagessuppe a 0,30 ; Beilage a 0,45|  Semmeln| 
 Klassik Semmel 0,30|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Beilage a 0,45   
 Klassik Semmel 0,30|  Semmeln|  Tagessuppe a 0,30 ; Beilage a 0,45|  O-Saft frisch|  SalatTeller| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  Semmeln|  Tagessuppe a 0,30 ; Beilage a 0,45|  O-Saft frisch| 
 Klassik Semmel 0,30|  SalatTeller|  Semmeln|  Tagessuppe a 0,30 ; Beilage a 0,45|  O-Saft frisch| 
 Leberkäse Semmel|  O-Saft frisch|  Semmeln|  Tagessuppe a 0,30 ; Beilage a 0,45|  Klassik Semmel 0,30| 
 O-Saft frisch|  SalatTeller|  Semmeln|  Tagessuppe a 0,30 ; Beilage a 0,45   
 Klassik Semmel 0,30|  O-Saft frisch|  Semmeln ; Beilage a 0,45|  SalatTeller|  Tagessuppe a 0,30| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  O-Saft frisch|  Semmeln ; Beilage a 0,45|  Tagessuppe a 0,30| 
 Klassik Semmel 0,30|  O-Saft frisch|  SalatTeller|  Semmeln ; Beilage a 0,45|  Tagessuppe a 0,30| 
 Beilage a 0,45|  Klassik Semmel 0,30|  Leberkäse Semmel|  O-Saft frisch|  SalatTeller ; Semmeln|  Tagessuppe a 0,30| 
 Beilage a 0,45|  Klassik Semmel 0,30|  Leberkäse Semmel|  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch|  Semmeln| 
 Beilage a 0,45|  Leberkäse Semmel|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Klassik Semmel 0,30|  Semmeln| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  O-Saft frisch|  SalatTeller|  Tagessuppe a 0,30 ; Beilage a 0,45|  Semmeln| 
 Beilage a 0,45|  Klassik Semmel 0,30|  Leberkäse Semmel|  SalatTeller|  Semmeln ; O-Saft frisch|  Tagessuppe a 0,30| 
 Beilage a 0,45|  Klassik Semmel 0,30|  SalatTeller|  Semmeln|  Tagessuppe a 0,30 ; O-Saft frisch   
 Beilage a 0,45|  Leberkäse Semmel|  SalatTeller|  Semmeln|  Tagessuppe a 0,30 ; Klassik Semmel 0,30|  O-Saft frisch| 
 Klassik Semmel 0,30|  Leberkäse Semmel|  SalatTeller|  Semmeln|  Tagessuppe a 0,30 ; Beilage a 0,45|  O-Saft frisch| 
 Beilage a 0,45|  Leberkäse Semmel|  O-Saft frisch|  SalatTeller|  Semmeln ; Klassik Semmel 0,30|  Tagessuppe a 0,30| 
 Leberkäse Semmel|  O-Saft frisch|  SalatTeller|  Semmeln|  Tagessuppe a 0,30 ; Beilage a 0,45|  Klassik Semmel 0,30| 
